x,y,ys
1.67,1.292284798,1.355311771
1.68,1.29614814,1.338687119
1.69,1.3,1.442802408
1.7,1.303840481,1.418525287
1.71,1.307669683,1.431989239
1.72,1.311487705,1.413053098
1.73,1.315294644,1.362737977
1.74,1.319090596,1.435858907
1.75,1.322875656,1.32673912
1.76,1.326649916,1.393896123
1.77,1.33041347,1.402693293
1.78,1.334166406,1.395861353
1.79,1.337908816,1.45696361
1.8,1.341640786,1.39213861
1.81,1.345362405,1.387457522
1.82,1.349073756,1.48696603
1.83,1.352774926,1.460252776
1.84,1.356465997,1.502334143
1.85,1.360147051,1.38967992
1.86,1.36381817,1.468945253
1.87,1.367479433,1.447854301
1.88,1.37113092,1.414198102
1.89,1.374772708,1.424480826
1.9,1.378404875,1.422750192
1.91,1.382027496,1.385426023
1.92,1.385640646,1.407278875
1.93,1.389244399,1.436745463
1.94,1.392838828,1.520616918
1.95,1.396424004,1.508885472
1.96,1.4,1.535527047
1.97,1.403566885,1.548895121
1.98,1.407124728,1.556462829
1.99,1.410673598,1.537923423
2,1.414213562,1.508237686
2.01,1.417744688,1.5259414
2.02,1.42126704,1.523348911
2.03,1.424780685,1.445576732
2.04,1.428285686,1.553997727
2.05,1.431782106,1.573417434
2.06,1.435270009,1.560655639
2.07,1.438749457,1.526927732
2.08,1.44222051,1.574174812
2.09,1.445683229,1.591469951
2.1,1.449137675,1.562849082
2.11,1.452583905,1.571146864
2.12,1.456021978,1.603753468
2.13,1.459451952,1.498987726
2.14,1.462873884,1.573614655
2.15,1.46628783,1.567033433
2.16,1.469693846,1.527646916
2.17,1.473091986,1.54085497
2.18,1.476482306,1.58327089
2.19,1.479864859,1.536139123
2.2,1.483239697,1.525944005
2.21,1.486606875,1.551492499
2.22,1.489966443,1.505086029
2.23,1.493318452,1.498211531
2.24,1.496662955,1.64632119
2.25,1.5,1.636867071
2.26,1.503329638,1.619360773
2.27,1.506651917,1.580362931
2.28,1.509966887,1.565721603
2.29,1.513274595,1.61507254
2.3,1.516575089,1.543120634
2.31,1.519868415,1.634719942
2.32,1.523154621,1.552266259
2.33,1.526433752,1.542970583
2.34,1.529705854,1.660466267
2.35,1.532970972,1.653404381
2.36,1.53622915,1.63449542
2.37,1.539480432,1.657261847
2.38,1.542724862,1.621515905
2.39,1.545962483,1.654241628
2.4,1.549193338,1.598107225
2.41,1.55241747,1.564176313
2.42,1.555634919,1.669566148
2.43,1.558845727,1.630791537
2.44,1.562049935,1.686036429
2.45,1.565247584,1.703421973
2.46,1.568438714,1.618641506
2.47,1.571623365,1.678360063
2.48,1.574801575,1.673321791
2.49,1.577973384,1.618033143
2.5,1.58113883,1.63474139
2.51,1.584297952,1.684445221
2.52,1.587450787,1.710231073
2.53,1.590597372,1.739063607
2.54,1.593737745,1.634872286
2.55,1.596871942,1.611709775
2.56,1.6,1.721107835
2.57,1.603121954,1.611774234
2.58,1.60623784,1.690502873
2.59,1.609347694,1.740578904
2.6,1.61245155,1.676253108
2.61,1.615549442,1.663510707
2.62,1.618641406,1.671544725
2.63,1.621727474,1.656287912
2.64,1.624807681,1.749277736
2.65,1.62788206,1.636894701
2.66,1.630950643,1.774607846
2.67,1.634013464,1.67803548
2.68,1.637070554,1.746603054
2.69,1.640121947,1.689426117
2.7,1.643167673,1.650300582
2.71,1.646207763,1.791658518
2.72,1.64924225,1.670382172
2.73,1.652271164,1.677638606
2.74,1.655294536,1.729675869
2.75,1.658312395,1.746825441
2.76,1.661324773,1.674825391
2.77,1.664331698,1.699439183
2.78,1.6673332,1.672310422
2.79,1.670329309,1.694944025
2.8,1.673320053,1.816554878
2.81,1.676305461,1.720787846
2.82,1.679285562,1.828625918
2.83,1.682260384,1.684766505
2.84,1.685229955,1.719711597
2.85,1.688194302,1.768927143
2.86,1.691153453,1.807910136
2.87,1.694107435,1.698621071
2.88,1.697056275,1.788558517
2.89,1.7,1.761137888
2.9,1.702938637,1.721544721
2.91,1.705872211,1.791645821
2.92,1.708800749,1.845498127
2.93,1.711724277,1.721337523
2.94,1.71464282,1.827943599
2.95,1.717556404,1.844251959
2.96,1.720465053,1.776864345
2.97,1.723368794,1.731259521
2.98,1.72626765,1.859561934
2.99,1.729161647,1.756989337
3,1.732050808,1.773973319
3.01,1.734935157,1.817217614
3.02,1.73781472,1.803927908
3.03,1.740689519,1.858025238
3.04,1.743559577,1.811569421
3.05,1.74642492,1.765877272
3.06,1.749285568,1.77464378
3.07,1.752141547,1.814750307
3.08,1.754992877,1.776132512
3.09,1.757839583,1.798287944
3.1,1.760681686,1.869484913
3.11,1.763519209,1.898212717
3.12,1.766352173,1.861542226
3.13,1.769180601,1.789904155
3.14,1.772004515,1.831482211
3.15,1.774823935,1.897890519
3.16,1.777638883,1.869533086
3.17,1.780449381,1.83215273
3.18,1.78325545,1.928617882
3.19,1.78605711,1.912893223
3.2,1.788854382,1.856975942
3.21,1.791647287,1.847147365
3.22,1.794435844,1.857998809
3.23,1.797220076,1.905235509
3.24,1.8,1.872969793
3.25,1.802775638,1.922946311
3.26,1.805547009,1.818235717
3.27,1.808314132,1.944830873
3.28,1.811077028,1.914793384
3.29,1.813835715,1.945019142
3.3,1.816590212,1.929389627
3.31,1.81934054,1.964603548
3.32,1.822086716,1.945199295
3.33,1.824828759,1.956114744
3.34,1.827566688,1.977004868
3.35,1.830300522,1.837182483
3.36,1.833030278,1.881062204
3.37,1.835755975,1.905345173
3.38,1.838477631,1.880752783
3.39,1.841195264,1.874273046
3.4,1.843908891,1.922974688
3.41,1.846618531,1.975244269
3.42,1.849324201,1.939647511
3.43,1.852025918,1.866450561
3.44,1.854723699,1.911658226
3.45,1.857417562,1.907696466
3.46,1.860107524,1.948432542
3.47,1.862793601,1.961492192
3.48,1.865475811,1.969998546
3.49,1.868154169,2.003091398
3.5,1.870828693,1.930407407
3.51,1.8734994,1.954317305
3.52,1.876166304,1.931018397
3.53,1.878829423,1.881340682
3.54,1.881488772,1.996197791
3.55,1.884144368,1.902563573
3.56,1.886796226,1.954700821
3.57,1.889444363,1.975145877
3.58,1.892088793,1.997744461
3.59,1.894729532,1.992842915
3.6,1.897366596,2.032752427
3.61,1.9,1.961634347
3.62,1.902629759,2.037422598
3.63,1.905255888,1.93086315
3.64,1.907878403,1.915961236
3.65,1.910497317,1.998810993
3.66,1.913112647,2.062347853
3.67,1.915724406,1.97299472
3.68,1.918332609,2.001028971
3.69,1.920937271,1.925288073
3.7,1.923538406,1.961721696
3.71,1.926136028,2.048358925
3.72,1.928730152,2.067854278
3.73,1.931320792,1.938707424
3.74,1.933907961,2.05349808
3.75,1.936491673,2.02016993
3.76,1.939071943,2.042007927
3.77,1.941648784,2.081012079
3.78,1.94422221,2.044665822
3.79,1.946792233,2.055124953
3.8,1.949358869,2.085139538
3.81,1.95192213,2.040317542
3.82,1.954482029,1.987778953
3.83,1.957038579,2.063343593
3.84,1.959591794,2.060448242
3.85,1.962141687,1.994450267
3.86,1.96468827,2.090773097
3.87,1.967231557,2.028325796
3.88,1.96977156,2.040765584
3.89,1.972308292,2.018069332
3.9,1.974841766,2.053175106
3.91,1.977371993,2.043762362
3.92,1.979898987,2.127657365
3.93,1.98242276,2.020494686
3.94,1.984943324,2.059334948
3.95,1.987460691,2.109450711
3.96,1.989974874,2.052632628
3.97,1.992485885,1.998188671
3.98,1.994993734,2.031555412
3.99,1.997498436,2.024669447
4,2,2.022131803
4.01,2.002498439,2.071138537
4.02,2.004993766,2.091892666
4.03,2.00748599,2.072120528
4.04,2.009975124,2.140987533
4.05,2.01246118,2.153170621
4.06,2.014944168,2.07510853
4.07,2.0174241,2.130189199
4.08,2.019900988,2.1660929
4.09,2.022374842,2.127871131
4.1,2.024845673,2.111729995
4.11,2.027313493,2.069354072
4.12,2.029778313,2.069021486
4.13,2.032240143,2.104369549
4.14,2.034698995,2.165930717
4.15,2.037154879,2.170492224
4.16,2.039607805,2.09782855
4.17,2.042057786,2.044392381
4.18,2.04450483,2.190936657
4.19,2.046948949,2.112208488
4.2,2.049390153,2.147762935
4.21,2.051828453,2.199680166
4.22,2.054263858,2.074467583
4.23,2.05669638,2.206576819
4.24,2.059126028,2.12718867
4.25,2.061552813,2.156248224
4.26,2.063976744,2.155508162
4.27,2.066397832,2.176677543
4.28,2.068816087,2.126170518
4.29,2.071231518,2.19428284
4.3,2.073644135,2.213159674
4.31,2.076053949,2.192519403
4.32,2.078460969,2.108837222
4.33,2.080865205,2.083313869
4.34,2.083266666,2.088096359
4.35,2.085665361,2.148044856
4.36,2.088061302,2.10817429
4.37,2.090454496,2.21140227
4.38,2.092844954,2.217639716
4.39,2.095232684,2.149599275
4.4,2.097617696,2.181465388
4.41,2.1,2.173980924
4.42,2.102379604,2.250667305
4.43,2.104756518,2.249438913
4.44,2.107130751,2.124009434
4.45,2.109502311,2.174049426
4.46,2.111871208,2.229769656
4.47,2.114237451,2.236667621
4.48,2.116601049,2.154389922
4.49,2.11896201,2.23408847
4.5,2.121320344,2.124209554
4.51,2.123676058,2.139837537
4.52,2.126029163,2.196405526
4.53,2.128379665,2.192940119
4.54,2.130727575,2.240942576
4.55,2.133072901,2.276882492
4.56,2.13541565,2.201543993
4.57,2.137755833,2.242935065
4.58,2.140093456,2.189806538
4.59,2.142428529,2.19875658
4.6,2.144761059,2.204559399
4.61,2.147091055,2.192819328
4.62,2.149418526,2.152009577
4.63,2.151743479,2.23948494
4.64,2.154065923,2.195631816
4.65,2.156385865,2.296058544
4.66,2.158703314,2.271725897
4.67,2.161018278,2.208738639
4.68,2.163330765,2.26962595
4.69,2.165640783,2.289065176
4.7,2.167948339,2.264116253
4.71,2.170253441,2.279943212
4.72,2.172556098,2.258726906
4.73,2.174856317,2.321054021
4.74,2.177154106,2.182734455
4.75,2.179449472,2.306770256
4.76,2.181742423,2.256199666
4.77,2.184032967,2.32859914
4.78,2.186321111,2.244646933
4.79,2.188606863,2.299235013
4.8,2.19089023,2.267278121
4.81,2.19317122,2.206361214
4.82,2.19544984,2.29137036
4.83,2.197726098,2.292130276
4.84,2.2,2.345527579
4.85,2.202271555,2.310528153
4.86,2.204540769,2.317448224
4.87,2.206807649,2.26601689
4.88,2.209072203,2.274201753
4.89,2.211334439,2.360921793
4.9,2.213594362,2.259499077
4.91,2.215851981,2.232730126
4.92,2.218107301,2.291553291
4.93,2.220360331,2.369389455
4.94,2.222611077,2.229493238
4.95,2.224859546,2.232806747
4.96,2.227105745,2.239519012
4.97,2.229349681,2.305952545
4.98,2.23159136,2.290786204
4.99,2.23383079,2.304919437
5,2.236067977,2.368009585
5.01,2.238302929,2.270668573
5.02,2.24053565,2.253952882
5.03,2.242766149,2.380178029
5.04,2.244994432,2.290754006
5.05,2.247220505,2.371548791
5.06,2.249444376,2.314524322
5.07,2.25166605,2.395003729
5.08,2.253885534,2.290462478
5.09,2.256102835,2.326729893
5.1,2.258317958,2.357907987
5.11,2.260530911,2.401816572
5.12,2.2627417,2.319982198
5.13,2.264950331,2.336708203
5.14,2.26715681,2.33489637
5.15,2.269361144,2.354279817
5.16,2.271563338,2.357037072
5.17,2.2737634,2.387316508
5.18,2.275961335,2.329178886
5.19,2.27815715,2.343824373
5.2,2.28035085,2.29114308
5.21,2.282542442,2.332435464
5.22,2.284731932,2.420993144
5.23,2.286919325,2.315497004
5.24,2.289104628,2.396500692
5.25,2.291287847,2.406307087
5.26,2.293468988,2.327629478
5.27,2.295648057,2.37562327
5.28,2.297825059,2.443961316
5.29,2.3,2.419123207
5.3,2.302172887,2.438573319
5.31,2.304343724,2.447364911
5.32,2.306512519,2.402140418
5.33,2.308679276,2.361268349
5.34,2.310844002,2.34359157
5.35,2.313006701,2.461714862
5.36,2.315167381,2.441405732
5.37,2.317326045,2.430430679
5.38,2.319482701,2.37285058
5.39,2.321637353,2.393868765
5.4,2.323790008,2.378978785
5.41,2.32594067,2.47380446
5.42,2.328089345,2.400563011
5.43,2.33023604,2.388912899
5.44,2.332380758,2.397893673
5.45,2.334523506,2.379291855
5.46,2.336664289,2.469648313
5.47,2.338803113,2.441217898
5.48,2.340939982,2.431992423
5.49,2.343074903,2.482312759
5.5,2.34520788,2.43086307
5.51,2.347338919,2.404493962
5.52,2.349468025,2.393010222
5.53,2.351595203,2.465660016
5.54,2.353720459,2.377219573
5.55,2.355843798,2.452636059
5.56,2.357965225,2.392657073
5.57,2.360084744,2.452169675
5.58,2.362202362,2.425546512
5.59,2.364318084,2.396223369
5.6,2.366431913,2.417048282
5.61,2.368543856,2.463674472
5.62,2.370653918,2.386876005
5.63,2.372762104,2.374173523
5.64,2.374868417,2.471271682
5.65,2.376972865,2.484774664
5.66,2.379075451,2.435176754
5.67,2.38117618,2.493498428
5.68,2.383275058,2.485044079
5.69,2.385372088,2.428426177
5.7,2.387467277,2.434464022
5.71,2.389560629,2.452096684
5.72,2.391652149,2.508265601
5.73,2.393741841,2.538969276
5.74,2.39582971,2.400755825
5.75,2.397915762,2.490979895
5.76,2.4,2.487203961
5.77,2.40208243,2.411868994
5.78,2.404163056,2.515305148
5.79,2.406241883,2.501743075
5.8,2.408318916,2.477545866
5.81,2.410394159,2.466151244
5.82,2.412467616,2.446239424
5.83,2.414539294,2.459570158
5.84,2.416609195,2.468198982
5.85,2.418677324,2.463289541
5.86,2.420743687,2.552348157
5.87,2.422808288,2.502143319
5.88,2.424871131,2.45493622
5.89,2.42693222,2.480600977
5.9,2.42899156,2.575094772
5.91,2.431049156,2.540768106
5.92,2.433105012,2.5541208
5.93,2.435159132,2.519187672
5.94,2.437211521,2.516714117
5.95,2.439262184,2.49450279
5.96,2.441311123,2.534302413
5.97,2.443358345,2.508055238
5.98,2.445403852,2.511347015
5.99,2.44744765,2.545385654
