x,y,ys
1.74,-0.168397448,-0.105626688
1.75,-0.178246056,-0.15831066
1.76,-0.188076839,-0.171378959
1.77,-0.197888815,-0.126736257
1.78,-0.207681002,-0.113853604
1.79,-0.217452421,-0.118831965
1.8,-0.227202095,-0.154275567
1.81,-0.236929049,-0.193308933
1.82,-0.24663231,-0.157405805
1.83,-0.256310908,-0.190529196
1.84,-0.265963876,-0.23991434
1.85,-0.275590247,-0.248064946
1.86,-0.285189059,-0.276401414
1.87,-0.294759353,-0.284774014
1.88,-0.304300171,-0.228787177
1.89,-0.313810559,-0.253261689
1.9,-0.323289567,-0.242364852
1.91,-0.332736246,-0.323028213
1.92,-0.342149651,-0.272084883
1.93,-0.351528842,-0.340973241
1.94,-0.36087288,-0.357560641
1.95,-0.370180831,-0.284231212
1.96,-0.379451765,-0.283712271
1.97,-0.388684753,-0.330011332
1.98,-0.397878874,-0.380449433
1.99,-0.407033207,-0.342105985
2,-0.416146837,-0.343856426
2.01,-0.425218852,-0.352967334
2.02,-0.434248346,-0.407612181
2.03,-0.443234416,-0.36326058
2.04,-0.452176162,-0.364529616
2.05,-0.461072691,-0.365323462
2.06,-0.469923114,-0.404387797
2.07,-0.478726544,-0.394373402
2.08,-0.487482102,-0.482450737
2.09,-0.496188913,-0.415216213
2.1,-0.504846105,-0.432287202
2.11,-0.513452812,-0.498859002
2.12,-0.522008175,-0.443078489
2.13,-0.530511338,-0.486877158
2.14,-0.538961449,-0.526570248
2.15,-0.547357665,-0.49050549
2.16,-0.555699146,-0.465935987
2.17,-0.563985058,-0.464423478
2.18,-0.572214571,-0.540413057
2.19,-0.580386863,-0.566819546
2.2,-0.588501117,-0.51846121
2.21,-0.596556522,-0.58173124
2.22,-0.604552271,-0.529592465
2.23,-0.612487566,-0.592325827
2.24,-0.620361612,-0.563276839
2.25,-0.628173623,-0.571341604
2.26,-0.635922817,-0.616482182
2.27,-0.643608419,-0.594375814
2.28,-0.651229661,-0.571299959
2.29,-0.65878578,-0.618941187
2.3,-0.666276021,-0.662281976
2.31,-0.673699636,-0.575925237
2.32,-0.681055881,-0.676990556
2.33,-0.68834402,-0.66662812
2.34,-0.695563326,-0.66945776
2.35,-0.702713077,-0.672026247
2.36,-0.709792556,-0.613987261
2.37,-0.716801057,-0.715725505
2.38,-0.723737879,-0.675719278
2.39,-0.730602327,-0.641868118
2.4,-0.737393716,-0.690411421
2.41,-0.744111365,-0.680510454
2.42,-0.750754605,-0.682861627
2.43,-0.757322769,-0.665565342
2.44,-0.763815202,-0.740308087
2.45,-0.770231254,-0.735026737
2.46,-0.776570284,-0.762763566
2.47,-0.782831657,-0.744307422
2.48,-0.789014747,-0.754511826
2.49,-0.795118937,-0.712195373
2.5,-0.801143616,-0.767877812
2.51,-0.80708818,-0.773239411
2.52,-0.812952037,-0.777331588
2.53,-0.818734599,-0.794891989
2.54,-0.824435289,-0.724556631
2.55,-0.830053535,-0.794142086
2.56,-0.835588777,-0.756592267
2.57,-0.841040461,-0.743339935
2.58,-0.846408041,-0.749441882
2.59,-0.851690981,-0.767496899
2.6,-0.856888753,-0.804702476
2.61,-0.862000837,-0.856963779
2.62,-0.867026721,-0.855133675
2.63,-0.871965904,-0.801684471
2.64,-0.87681789,-0.86568732
2.65,-0.881582196,-0.873787215
2.66,-0.886258344,-0.879587957
2.67,-0.890845867,-0.870806905
2.68,-0.895344306,-0.824823207
2.69,-0.899753211,-0.868138977
2.7,-0.904072142,-0.885020809
2.71,-0.908300666,-0.870889232
2.72,-0.912438361,-0.823334973
2.73,-0.916484813,-0.831533563
2.74,-0.920439618,-0.85715011
2.75,-0.924302379,-0.827878497
2.76,-0.92807271,-0.869831699
2.77,-0.931750235,-0.836957196
2.78,-0.935334586,-0.874641709
2.79,-0.938825404,-0.878985186
2.8,-0.942222341,-0.899696169
2.81,-0.945525056,-0.931321547
2.82,-0.948733219,-0.859198827
2.83,-0.95184651,-0.90631372
2.84,-0.954864616,-0.910184833
2.85,-0.957787238,-0.891133245
2.86,-0.960614081,-0.94288928
2.87,-0.963344863,-0.942514691
2.88,-0.965979312,-0.883553553
2.89,-0.968517164,-0.911007653
2.9,-0.970958165,-0.95802328
2.91,-0.973302071,-0.970239387
2.92,-0.975548648,-0.973770895
2.93,-0.97769767,-0.889515902
2.94,-0.979748924,-0.909868783
2.95,-0.981702203,-0.975898769
2.96,-0.983557313,-0.898719076
2.97,-0.985314068,-0.930525939
2.98,-0.986972293,-0.911158877
2.99,-0.988531821,-0.906838884
3,-0.989992497,-0.898390634
3.01,-0.991354174,-0.944569737
3.02,-0.992616717,-0.915705348
3.03,-0.993779999,-0.89988877
3.04,-0.994843903,-0.928068697
3.05,-0.995808325,-0.8991941
3.06,-0.996673166,-0.909842857
3.07,-0.99743834,-0.925745556
3.08,-0.998103772,-0.946367437
3.09,-0.998669394,-0.946296457
3.1,-0.99913515,-0.919013139
3.11,-0.999500994,-0.918337684
3.12,-0.999766888,-0.932845065
3.13,-0.999932806,-0.99142558
3.14,-0.999998732,-0.92310314
3.15,-0.999964658,-0.98523406
3.16,-0.99983059,-0.993533137
3.17,-0.999596538,-0.931404713
3.18,-0.999262529,-0.956854121
3.19,-0.998828593,-0.95687439
3.2,-0.998294776,-0.924171719
3.21,-0.99766113,-0.935392454
3.22,-0.996927718,-0.981312931
3.23,-0.996094615,-0.962372121
3.24,-0.995161903,-0.924577488
3.25,-0.994129676,-0.97718851
3.26,-0.992998037,-0.89558293
3.27,-0.991767098,-0.98277096
3.28,-0.990436984,-0.968885345
3.29,-0.989007827,-0.987493458
3.3,-0.98747977,-0.918681891
3.31,-0.985852966,-0.938349355
3.32,-0.984127577,-0.958087029
3.33,-0.982303776,-0.900072013
3.34,-0.980381746,-0.927866711
3.35,-0.978361679,-0.933280573
3.36,-0.976243776,-0.923755938
3.37,-0.974028249,-0.923979628
3.38,-0.971715321,-0.948971159
3.39,-0.969305222,-0.903960843
3.4,-0.966798193,-0.874374539
3.41,-0.964194485,-0.896086132
3.42,-0.961494358,-0.931752768
3.43,-0.958698083,-0.933466988
3.44,-0.955805939,-0.894257601
3.45,-0.952818215,-0.905766278
3.46,-0.94973521,-0.852185253
3.47,-0.946557232,-0.905749005
3.48,-0.943284599,-0.900199981
3.49,-0.939917639,-0.874400981
3.5,-0.936456687,-0.851623877
3.51,-0.932902091,-0.911874349
3.52,-0.929254205,-0.907649125
3.53,-0.925513395,-0.863734935
3.54,-0.921680034,-0.892588779
3.55,-0.917754506,-0.857147027
3.56,-0.913737203,-0.816927086
3.57,-0.909628527,-0.838759395
3.58,-0.905428889,-0.844389195
3.59,-0.901138709,-0.866171793
3.6,-0.896758416,-0.804202571
3.61,-0.892288448,-0.839148687
3.62,-0.887729252,-0.857675946
3.63,-0.883081283,-0.799422161
3.64,-0.878345007,-0.855254462
3.65,-0.873520898,-0.793543398
3.66,-0.868609437,-0.837556536
3.67,-0.863611115,-0.826434419
3.68,-0.858526434,-0.82550902
3.69,-0.8533559,-0.84049898
3.7,-0.848100032,-0.784257098
3.71,-0.842759354,-0.776147698
3.72,-0.837334401,-0.758376271
3.73,-0.831825715,-0.778966896
3.74,-0.826233848,-0.741729334
3.75,-0.820559357,-0.756812848
3.76,-0.814802812,-0.767959952
3.77,-0.808964787,-0.749932557
3.78,-0.803045866,-0.764025829
3.79,-0.797046641,-0.735615078
3.8,-0.790967712,-0.730217652
3.81,-0.784809687,-0.719398467
3.82,-0.778573182,-0.729534625
3.83,-0.77225882,-0.726152731
3.84,-0.765867232,-0.759204497
3.85,-0.759399059,-0.707304727
3.86,-0.752854947,-0.748647748
3.87,-0.746235549,-0.697699848
3.88,-0.739541529,-0.643405145
3.89,-0.732773555,-0.658357779
3.9,-0.725932304,-0.689661009
3.91,-0.719018461,-0.703447213
3.92,-0.712032716,-0.656749714
3.93,-0.704975769,-0.620372864
3.94,-0.697848325,-0.646784871
3.95,-0.690651097,-0.625897388
3.96,-0.683384804,-0.635128686
3.97,-0.676050173,-0.619106864
3.98,-0.668647937,-0.653756544
3.99,-0.661178838,-0.622294174
4,-0.653643621,-0.579634937
4.01,-0.64604304,-0.645018766
4.02,-0.638377856,-0.566480099
4.03,-0.630648834,-0.543237853
4.04,-0.622856748,-0.590280368
4.05,-0.615002377,-0.5246281
4.06,-0.607086506,-0.560547934
4.07,-0.599109926,-0.564790725
4.08,-0.591073437,-0.494686791
4.09,-0.58297784,-0.538117612
4.1,-0.574823947,-0.559999459
4.11,-0.566612571,-0.563295763
4.12,-0.558344534,-0.535803294
4.13,-0.550020664,-0.511557347
4.14,-0.541641792,-0.529414839
4.15,-0.533208756,-0.441666253
4.16,-0.5247224,-0.50719463
4.17,-0.516183572,-0.425243136
4.18,-0.507593126,-0.42250689
4.19,-0.498951921,-0.487634503
4.2,-0.490260821,-0.420788129
4.21,-0.481520696,-0.446905677
4.22,-0.472732419,-0.465791175
4.23,-0.463896869,-0.419447639
4.24,-0.45501493,-0.434025081
4.25,-0.44608749,-0.425807425
4.26,-0.437115441,-0.422980988
4.27,-0.428099682,-0.354290416
4.28,-0.419041112,-0.393776688
4.29,-0.409940639,-0.373270018
4.3,-0.400799172,-0.357831826
4.31,-0.391617626,-0.380256206
4.32,-0.382396918,-0.368306125
4.33,-0.37313797,-0.358568301
4.34,-0.36384171,-0.271444517
4.35,-0.354509065,-0.269551029
4.36,-0.34514097,-0.312552768
4.37,-0.335738361,-0.255211002
4.38,-0.326302178,-0.260475448
4.39,-0.316833366,-0.311020559
4.4,-0.30733287,-0.227485909
4.41,-0.297801641,-0.230366921
4.42,-0.288240633,-0.231176442
4.43,-0.2786508,-0.199522026
4.44,-0.269033103,-0.201451335
4.45,-0.259388503,-0.238878871
4.46,-0.249717964,-0.217570403
4.47,-0.240022453,-0.16199833
4.48,-0.230302941,-0.200687983
4.49,-0.220560398,-0.126491693
4.5,-0.210795799,-0.200145636
4.51,-0.201010121,-0.15238796
4.52,-0.191204343,-0.18126464
4.53,-0.181379444,-0.159889768
4.54,-0.171536407,-0.119787961
4.55,-0.161676216,-0.091874452
4.56,-0.151799858,-0.059765389
4.57,-0.141908321,-0.136556172
4.58,-0.132002592,-0.05516791
4.59,-0.122083664,-0.063168521
4.6,-0.112152527,-0.059415546
4.61,-0.102210175,-0.05151789
4.62,-0.092257602,-0.045067479
4.63,-0.082295803,0.001423223
4.64,-0.072325775,-0.070938167
4.65,-0.062348515,-0.002722141
4.66,-0.052365019,0.036157272
4.67,-0.042376287,0.010796735
4.68,-0.032383318,-0.007713894
4.69,-0.02238711,0.022716453
4.7,-0.012388663,0.001054202
4.71,-0.002388978,0.052562565
4.72,0.007610946,0.067434147
4.73,0.017610109,0.076041239
4.74,0.027607511,0.088654852
4.75,0.037602153,0.098152009
4.76,0.047593034,0.08742435
4.77,0.057579156,0.093840876
4.78,0.06755952,0.159589918
4.79,0.077533128,0.103597848
4.8,0.087498983,0.106283324
4.81,0.097456089,0.125920156
4.82,0.107403448,0.187997343
4.83,0.117340068,0.16249018
4.84,0.127264953,0.131034104
4.85,0.137177112,0.161573943
4.86,0.147075554,0.223450046
4.87,0.156959288,0.251625498
4.88,0.166827326,0.215642946
4.89,0.176678681,0.249573949
4.9,0.186512369,0.19194643
4.91,0.196327406,0.203472032
4.92,0.206122811,0.244225127
4.93,0.215897603,0.296166049
4.94,0.225650805,0.265971051
4.95,0.235381443,0.316872882
4.96,0.245088543,0.327243981
4.97,0.254771134,0.28211131
4.98,0.264428248,0.362029635
4.99,0.27405892,0.289735338
5,0.283662185,0.36293014
5.01,0.293237085,0.368940765
5.02,0.302782662,0.312799755
5.03,0.31229796,0.366029364
5.04,0.321782029,0.365904909
5.05,0.33123392,0.351176138
5.06,0.340652688,0.344550822
5.07,0.350037391,0.441322289
5.08,0.35938709,0.42286358
5.09,0.368700851,0.407582639
5.1,0.377977743,0.390741861
5.11,0.387216837,0.447401324
5.12,0.396417209,0.444594668
5.13,0.40557794,0.462258887
5.14,0.414698114,0.479226834
5.15,0.423776818,0.463997325
5.16,0.432813144,0.498378506
5.17,0.44180619,0.52689841
5.18,0.450755056,0.533123853
5.19,0.459658846,0.496409252
5.2,0.468516671,0.510396192
5.21,0.477327645,0.552722075
5.22,0.486090886,0.538916596
5.23,0.494805519,0.546274481
5.24,0.503470671,0.524482832
5.25,0.512085477,0.584810197
5.26,0.520649075,0.563066196
5.27,0.529160608,0.531951684
5.28,0.537619226,0.57013671
5.29,0.546024082,0.622334019
5.3,0.554374336,0.618008202
5.31,0.562669153,0.605052224
5.32,0.570907704,0.644705737
5.33,0.579089165,0.607475403
5.34,0.587212717,0.669396109
5.35,0.595277548,0.660955052
5.36,0.603282852,0.678575351
5.37,0.611227828,0.627189648
5.38,0.619111682,0.704369851
5.39,0.626933625,0.670385268
5.4,0.634692876,0.657362574
5.41,0.642388658,0.728351066
5.42,0.650020201,0.687387918
5.43,0.657586743,0.724836177
5.44,0.665087527,0.755189261
5.45,0.672521802,0.74977965
5.46,0.679888826,0.750496164
5.47,0.687187862,0.726002619
5.48,0.694418179,0.769805184
